ORIGIN,DESTINATION,ORIGIN_PORT_CODE,DESTINATION_PORT_CODE,SERVICE_VERSION_AND_ROUNDTRIP_IDENTFIERS,ORIGIN_SERVICE_VERSION_AND_MASTER,DESTINATION_SERVICE_VERSION_AND_MASTER,ORIGIN_AT_UTC,OFFERED_CAPACITY_TEU
china_main,north_europe_main,CNYTN,DEHAM,ONE INSPIRATION | 27442.000000000 | v16-s14 | v16-s14 | 2 - 2,THEA - FE3 || HL - FE3 | HMM - FE3 | ONE - FE3 | YML - FE3 / THEA - FE3 || HL - FE3 | HMM - FE3 | ONE - FE3 | YML - FE3,THEA - FE3 || HL - FE3 | HMM - FE3 | ONE - FE3 | YML - FE3 / THEA - FE3 || HL - FE3 | HMM - FE3 | ONE - FE3 | YML - FE3,2024-04-18 22:00:00.000,24136
china_main,north_europe_main,CNYTN,DEHAM,ONE FUTURE | 27442.000000000 | v16-s15 | v16-s15 | 2 - 2,THEA - FE3 || HL - FE3 | HMM - FE3 | ONE - FE3 | YML - FE3 / THEA - FE3 || HL - FE3 | HMM - FE3 | ONE - FE3 | YML - FE3,THEA - FE3 || HL - FE3 | HMM - FE3 | ONE - FE3 | YML - FE3 / THEA - FE3 || HL - FE3 | HMM - FE3 | ONE - FE3 | YML - FE3,2024-04-27 05:05:00.000,15516
china_main,north_europe_main,CNSGH,NLRTM,APL TEMASEK | 21052.000000000 | v18-s13 | v18-s13 | 2 - 2,OCEAN - NEU4 || CMA - FAL1 | COSCO - AEU2 | EMC - FAL1 | OOCL - LL4 / OCEAN - NEU4 || CMA - FAL1 | COSCO - AEU2 | EMC - FAL1 | OOCL - LL4,OCEAN - NEU4 || CMA - FAL1 | COSCO - AEU2 | EMC - FAL1 | OOCL - LL4 / OCEAN - NEU4 || CMA - FAL1 | COSCO - AEU2 | EMC - FAL1 | OOCL - LL4,2023-12-09 23:36:00.000,17292
china_main,north_europe_main,CNQIN,DEHAM,EVER GENTLE | 21035.000000000 | v8-s4 | v8-s4 | 2 - 2,OCEAN - NEU6 || CMA - FAL6 | COSCO - AEU5 | EMC - CEM | OOCL - LL6 / OCEAN - NEU6 || CMA - FAL6 | COSCO - AEU5 | EMC - CEM | OOCL - LL6,OCEAN - NEU6 || CMA - FAL6 | COSCO - AEU5 | EMC - CEM | OOCL - LL6 / OCEAN - NEU6 || CMA - FAL6 | COSCO - AEU5 | EMC - CEM | OOCL - LL6,2023-11-19 03:55:00.000,20288
china_main,north_europe_main,CNNBO,DEHAM,CMA CGM VASCO DE GAMA | 21052.000000000 | v18-s1 | v18-s1 | 3 - 3,OCEAN - NEU4 || CMA - FAL1 | COSCO - AEU2 | EMC - FAL1 | OOCL - LL4 / OCEAN - NEU4 || CMA - FAL1 | COSCO - AEU2 | EMC - FAL1 | OOCL - LL4,OCEAN - NEU4 || CMA - FAL1 | COSCO - AEU2 | EMC - FAL1 | OOCL - LL4 / OCEAN - NEU4 || CMA - FAL1 | COSCO - AEU2 | EMC - FAL1 | OOCL - LL4,2024-03-27 13:09:00.000,17859
china_main,north_europe_main,CNNBO,DEHAM,APL CHANGI | 21052.000000000 | v18-s6 | v18-s6 | 2 - 2,OCEAN - NEU4 || CMA - FAL1 | COSCO - AEU2 | EMC - FAL1 | OOCL - LL4 / OCEAN - NEU4 || CMA - FAL1 | COSCO - AEU2 | EMC - FAL1 | OOCL - LL4,OCEAN - NEU4 || CMA - FAL1 | COSCO - AEU2 | EMC - FAL1 | OOCL - LL4 / OCEAN - NEU4 || CMA - FAL1 | COSCO - AEU2 | EMC - FAL1 | OOCL - LL4,2024-01-25 02:58:00.000,13892
china_main,north_europe_main,CNSGH,DEWVN,MONACO MAERSK | 21411.000000000 | v14-s5 | v14-s5 | 3 - 3,2M - NEUR loop 1 || ML - AE5 | MSC - Albatros / 2M - NEUR loop 1 || ML - AE5 | MSC - Albatros,2M - NEUR loop 1 || ML - AE5 | MSC - Albatros / 2M - NEUR loop 1 || ML - AE5 | MSC - Albatros,2024-03-21 17:05:00.000,20568
china_main,north_europe_main,CNSGH,DEWVN,METTE MAERSK | 21411.000000000 | v14-s7 | v14-s7 | 3 - 3,2M - NEUR loop 1 || ML - AE5 | MSC - Albatros / 2M - NEUR loop 1 || ML - AE5 | MSC - Albatros,2M - NEUR loop 1 || ML - AE5 | MSC - Albatros / 2M - NEUR loop 1 || ML - AE5 | MSC - Albatros,2024-04-11 04:03:00.000,18300
china_main,north_europe_main,CNSGH,DEWVN,MAASTRICHT MAERSK | 21411.000000000 | v14-s13 | v14-s13 | 3 - 3,2M - NEUR loop 1 || ML - AE5 | MSC - Albatros / 2M - NEUR loop 1 || ML - AE5 | MSC - Albatros,2M - NEUR loop 1 || ML - AE5 | MSC - Albatros / 2M - NEUR loop 1 || ML - AE5 | MSC - Albatros,2024-05-28 20:56:00.000,20568
china_main,north_europe_main,CNSGH,DEHAM,EVER GOLDEN | 21581.000000000 | v7-s1 | v7-s1 | 3 - 3,OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7 / OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7,OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7 / OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7,2024-03-21 19:24:00.000,20150
china_main,north_europe_main,CNSGH,DEHAM,THESEUS | 21581.000000000 | v7-s12 | v7-s12 | 3 - 3,OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7 / OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7,OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7 / OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7,2024-03-05 07:19:00.000,14424
china_main,north_europe_main,CNSGH,BEANR,EVER GIFTED | 21726.000000000 | v8-s6 | v8-s6 | 2 - 2,OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7 / OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7,OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7 / OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7,2024-05-01 14:02:00.000,20388
china_main,north_europe_main,CNSGH,BEANR,EVER GENIUS | 21726.000000000 | v8-s9 | v8-s9 | 2 - 2,OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7 / OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7,OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7 / OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7,2024-05-19 21:14:00.000,20388
china_main,north_europe_main,CNXAM,BEANR,ZENITH LUMOS | 21527.000000000 | v15-s2 | v15-s2 | 2 - 2,THEA - FE3 || HL - FE3 | HMM - FE3 | ONE - FE3 | YML - FE3 / THEA - FE3 || HL - FE3 | HMM - FE3 | ONE - FE3 | YML - FE3,THEA - FE3 || HL - FE3 | HMM - FE3 | ONE - FE3 | YML - FE3 / THEA - FE3 || HL - FE3 | HMM - FE3 | ONE - FE3 | YML - FE3,2024-01-18 07:52:00.000,14592
china_main,north_europe_main,CNQIN,BEANR,COSCO SHIPPING LIBRA | 21718.000000000 | v11-s8 | v11-s9 | 2 - 2,OCEAN - NEU2 || CMA - FAL2 | COSCO - AEU3 | EMC - NE3 | OOCL - LL2 / OCEAN - NEU2 || CMA - FAL2 | COSCO - AEU3 | EMC - NE3 | OOCL - LL2,OCEAN - NEU2 || CMA - FAL2 | COSCO - AEU3 | EMC - NE3 | OOCL - LL2 / OCEAN - NEU2 || CMA - FAL2 | COSCO - AEU3 | EMC - NE3 | OOCL - LL2,2023-12-07 11:20:00.000,20119
china_main,north_europe_main,CNQIN,BEANR,COSCO SHIPPING LEO | 21718.000000000 | v11-s11 | v11-s12 | 2 - 2,OCEAN - NEU2 || CMA - FAL2 | COSCO - AEU3 | EMC - NE3 | OOCL - LL2 / OCEAN - NEU2 || CMA - FAL2 | COSCO - AEU3 | EMC - NE3 | OOCL - LL2,OCEAN - NEU2 || CMA - FAL2 | COSCO - AEU3 | EMC - NE3 | OOCL - LL2 / OCEAN - NEU2 || CMA - FAL2 | COSCO - AEU3 | EMC - NE3 | OOCL - LL2,2023-12-23 04:29:00.000,19273
china_main,north_europe_main,CNQIN,DEWVN,OOCL FINLAND | 23585.000000000 | v13-s6 | v13-s6 | 2 - 2,OCEAN - NEU1 || CMA - FAL5 | COSCO - AEU1 | EMC - NE1 | OOCL - LL1 / OCEAN - NEU1 || CMA - FAL5 | COSCO - AEU1 | EMC - NE1 | OOCL - LL1,OCEAN - NEU1 || CMA - FAL5 | COSCO - AEU1 | EMC - NE1 | OOCL - LL1 / OCEAN - NEU1 || CMA - FAL5 | COSCO - AEU1 | EMC - NE1 | OOCL - LL1,2024-05-02 10:39:00.000,24188
china_main,north_europe_main,CNYTN,NLRTM,ONE TRIUMPH | 23003.000000000 | v19-s12 | v19-s12 | 2 - 2,THEA - FE2 || ASC - CEX | HL - FE2 | HMM - FE2 | ONE - FE2 | YML - FE2 / THEA - FE2 || ASC - CEX | HL - FE2 | HMM - FE2 | ONE - FE2 | YML - FE2,THEA - FE2 || ASC - CEX | HL - FE2 | HMM - FE2 | ONE - FE2 | YML - FE2 / THEA - FE2 || ASC - CEX | HL - FE2 | HMM - FE2 | ONE - FE2 | YML - FE2,2024-02-21 23:14:00.000,20100
china_main,north_europe_main,CNQIN,NLRTM,EVER ART | 27379.000000000 | v9-s3 | v9-s3 | 2 - 2,OCEAN - NEU6 || CMA - FAL6 | COSCO - AEU5 | EMC - CEM | OOCL - LL6 / OCEAN - NEU6 || CMA - FAL6 | COSCO - AEU5 | EMC - CEM | OOCL - LL6,OCEAN - NEU6 || CMA - FAL6 | COSCO - AEU5 | EMC - CEM | OOCL - LL6 / OCEAN - NEU6 || CMA - FAL6 | COSCO - AEU5 | EMC - CEM | OOCL - LL6,2024-02-15 20:40:00.000,23992
china_main,north_europe_main,CNSGH,BEZEE,COSCO SHIPPING AQUARIUS | 28146.000000000 | v16-s10 | v16-s1 | 2 - 2,OCEAN - NEU3 || CMA - FAL7 | COSCO - AEU7 | EMC - NE7 | OOCL - LL3 / OCEAN - NEU3 || CMA - FAL7 | COSCO - AEU7 | EMC - NE7 | OOCL - LL3,OCEAN - NEU3 || CMA - FAL7 | COSCO - AEU7 | EMC - NE7 | OOCL - LL3 / OCEAN - NEU3 || CMA - FAL7 | COSCO - AEU7 | EMC - NE7 | OOCL - LL3,2024-02-01 06:21:00.000,19273
china_main,north_europe_main,CNNBO,DEBRV,MSC ALIYA | 21242.000000000 | v13-s3 | v13-s3 | 3 - 3,MSC - Swan / MSC - Swan,MSC - Swan / MSC - Swan,2024-04-04 00:45:00.000,14336
china_main,north_europe_main,CNQIN,DEHAM,HMM NURI | 27427.000000000 | v19-s10 | v19-s10 | 3 - 3,THEA - FE4 || HL - FE4 | HMM - FE4 | ONE - FE4 | YML - FE4 / THEA - FE4 || HL - FE4 | HMM - FE4 | ONE - FE4 | YML - FE4,THEA - FE4 || HL - FE4 | HMM - FE4 | ONE - FE4 | YML - FE4 / THEA - FE4 || HL - FE4 | HMM - FE4 | ONE - FE4 | YML - FE4,2024-05-10 08:53:00.000,16010
china_main,north_europe_main,CNYTN,NLRTM,CMA CGM MONTMARTRE | 23582.000000000 | v17-s14 | v17-s14 | 2 - 2,OCEAN - NEU5 || CMA - FAL3 | COSCO - AEU6 | EMC - FAL3 | OOCL - LL5 / OCEAN - NEU5 || CMA - FAL3 | COSCO - AEU6 | EMC - FAL3 | HL - FE9 | OOCL - LL5,OCEAN - NEU5 || CMA - FAL3 | COSCO - AEU6 | EMC - FAL3 | OOCL - LL5 / OCEAN - NEU5 || CMA - FAL3 | COSCO - AEU6 | EMC - FAL3 | HL - FE9 | OOCL - LL5,2024-05-20 21:30:00.000,23000
china_main,north_europe_main,CNSGH,NLRTM,EVER ACT | 27379.000000000 | v9-s8 | v9-s8 | 3 - 3,OCEAN - NEU6 || CMA - FAL6 | COSCO - AEU5 | EMC - CEM | OOCL - LL6 / OCEAN - NEU6 || CMA - FAL6 | COSCO - AEU5 | EMC - CEM | OOCL - LL6,OCEAN - NEU6 || CMA - FAL6 | COSCO - AEU5 | EMC - CEM | OOCL - LL6 / OCEAN - NEU6 || CMA - FAL6 | COSCO - AEU5 | EMC - CEM | OOCL - LL6,2024-03-27 12:33:00.000,23992
china_main,north_europe_main,CNSGH,NLRTM,EVER ART | 27379.000000000 | v9-s3 | v9-s3 | 2 - 2,OCEAN - NEU6 || CMA - FAL6 | COSCO - AEU5 | EMC - CEM | OOCL - LL6 / OCEAN - NEU6 || CMA - FAL6 | COSCO - AEU5 | EMC - CEM | OOCL - LL6,OCEAN - NEU6 || CMA - FAL6 | COSCO - AEU5 | EMC - CEM | OOCL - LL6 / OCEAN - NEU6 || CMA - FAL6 | COSCO - AEU5 | EMC - CEM | OOCL - LL6,2024-02-18 16:27:00.000,23992
china_main,north_europe_main,CNSGH,NLRTM,EVER GRADE | 27379.000000000 | v9-s11 | v9-s11 | 3 - 3,OCEAN - NEU6 || CMA - FAL6 | COSCO - AEU5 | EMC - CEM | OOCL - LL6 / OCEAN - NEU6 || CMA - FAL6 | COSCO - AEU5 | EMC - CEM | OOCL - LL6,OCEAN - NEU6 || CMA - FAL6 | COSCO - AEU5 | EMC - CEM | OOCL - LL6 / OCEAN - NEU6 || CMA - FAL6 | COSCO - AEU5 | EMC - CEM | OOCL - LL6,2024-04-14 21:04:00.000,20388
china_main,north_europe_main,CNNBO,DEHAM,CMA CGM ANTOINE DE SAINT EXUPERY | 21052.000000000 | v18-s9 | v18-s9 | 2 - 2,OCEAN - NEU4 || CMA - FAL1 | COSCO - AEU2 | EMC - FAL1 | OOCL - LL4 / OCEAN - NEU4 || CMA - FAL1 | COSCO - AEU2 | EMC - FAL1 | OOCL - LL4,OCEAN - NEU4 || CMA - FAL1 | COSCO - AEU2 | EMC - FAL1 | OOCL - LL4 / OCEAN - NEU4 || CMA - FAL1 | COSCO - AEU2 | EMC - FAL1 | OOCL - LL4,2024-02-11 04:31:00.000,20954
china_main,north_europe_main,CNSGH,DEWVN,MANILA MAERSK | 21411.000000000 | v14-s6 | v14-s6 | 3 - 3,2M - NEUR loop 1 || ML - AE5 | MSC - Albatros / 2M - NEUR loop 1 || ML - AE5 | MSC - Albatros,2M - NEUR loop 1 || ML - AE5 | MSC - Albatros / 2M - NEUR loop 1 || ML - AE5 | MSC - Albatros,2024-03-30 20:38:00.000,20568
china_main,north_europe_main,CNQIN,BEANR,COSCO SHIPPING LEO | 21718.000000000 | v11-s12 | v11-s12 | 3 - 3,OCEAN - NEU2 || CMA - FAL2 | COSCO - AEU3 | EMC - NE3 | OOCL - LL2 / OCEAN - NEU2 || CMA - FAL2 | COSCO - AEU3 | EMC - NE3 | OOCL - LL2,OCEAN - NEU2 || CMA - FAL2 | COSCO - AEU3 | EMC - NE3 | OOCL - LL2 / OCEAN - NEU2 || CMA - FAL2 | COSCO - AEU3 | EMC - NE3 | OOCL - LL2,2024-03-31 03:14:00.000,19273
china_main,north_europe_main,CNSGH,NLRTM,EVER GIFTED | 21726.000000000 | v8-s6 | v8-s6 | 2 - 2,OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7 / OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7,OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7 / OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7,2024-05-01 14:02:00.000,20388
china_main,north_europe_main,CNNBO,BEANR,ONE INNOVATION | 21527.000000000 | v15-s11 | v15-s11 | 2 - 2,THEA - FE3 || HL - FE3 | HMM - FE3 | ONE - FE3 | YML - FE3 / THEA - FE3 || HL - FE3 | HMM - FE3 | ONE - FE3 | YML - FE3,THEA - FE3 || HL - FE3 | HMM - FE3 | ONE - FE3 | YML - FE3 / THEA - FE3 || HL - FE3 | HMM - FE3 | ONE - FE3 | YML - FE3,2024-03-21 10:40:00.000,24136
china_main,north_europe_main,CNNBO,DEBRV,MSC VICTORINE | 21242.000000000 | v13-s4 | v13-s4 | 3 - 3,MSC - Swan / MSC - Swan,MSC - Swan / MSC - Swan,2024-04-10 23:05:00.000,16000
china_main,north_europe_main,CNTXG,BEANR,HMM STOCKHOLM | 27427.000000000 | v19-s9 | v19-s9 | 3 - 3,THEA - FE4 || HL - FE4 | HMM - FE4 | ONE - FE4 | YML - FE4 / THEA - FE4 || HL - FE4 | HMM - FE4 | ONE - FE4 | YML - FE4,THEA - FE4 || HL - FE4 | HMM - FE4 | ONE - FE4 | YML - FE4 / THEA - FE4 || HL - FE4 | HMM - FE4 | ONE - FE4 | YML - FE4,2024-05-01 04:44:00.000,23964
china_main,north_europe_main,CNYTN,DEHAM,MAERSK CAMDEN | 20966.000000000 | v19-s6 | v19-s7 | 2 - 2,2M - NEUR loop 4 || ML - AE7 | MSC - Condor / 2M - NEUR loop 4 || ML - AE7 | MSC - Condor,2M - NEUR loop 4 || ML - AE7 | MSC - Condor / 2M - NEUR loop 4 || ML - AE7 | MSC - Condor,2023-11-12 09:11:00.000,15413
china_main,north_europe_main,CNSGH,BEANR,HMM SOUTHAMPTON | 21642.000000000 | v18-s2 | v18-s4 | 2 - 2,THEA - FE4 || HL - FE4 | HMM - FE4 | ONE - FE4 | YML - FE4 / THEA - FE4 || HL - FE4 | HMM - FE4 | ONE - FE4 | YML - FE4,THEA - FE4 || HL - FE4 | HMM - FE4 | ONE - FE4 | YML - FE4 / THEA - FE4 || HL - FE4 | HMM - FE4 | ONE - FE4 | YML - FE4,2023-12-28 02:59:00.000,23964
china_main,north_europe_main,CNQIN,DEHAM,HMM DUBLIN | 27427.000000000 | v19-s4 | v19-s4 | 2 - 2,THEA - FE4 || HL - FE4 | HMM - FE4 | ONE - FE4 | YML - FE4 / THEA - FE4 || HL - FE4 | HMM - FE4 | ONE - FE4 | YML - FE4,THEA - FE4 || HL - FE4 | HMM - FE4 | ONE - FE4 | YML - FE4 / THEA - FE4 || HL - FE4 | HMM - FE4 | ONE - FE4 | YML - FE4,2024-03-28 12:27:00.000,23964
china_main,north_europe_main,CNTXG,BEANR,EVER GIFTED | 21581.000000000 | v7-s5 | v7-s5 | 2 - 2,OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7 / OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7,OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7 / OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7,2024-01-15 08:30:00.000,20388
china_main,north_europe_main,CNYTN,DEBRV,MATHILDE MAERSK | 19197.000000000 | v11-s14 | v11-s14 | 3 - 3,2M - NEUR loop 2 || ML - AE10 | MSC - Silk / 2M - NEUR loop 2 || ML - AE10 | MSC - Silk,2M - NEUR loop 2 || ML - AE10 | MSC - Silk / 2M - NEUR loop 2 || ML - AE10 | MSC - Silk,2023-11-03 22:47:00.000,18300
china_main,north_europe_main,CNSGH,NLRTM,BRUSSELS EXPRESS | 23003.000000000 | v19-s11 | v19-s11 | 2 - 2,THEA - FE2 || ASC - CEX | HL - FE2 | HMM - FE2 | ONE - FE2 | YML - FE2 / THEA - FE2 || ASC - CEX | HL - FE2 | HMM - FE2 | ONE - FE2 | YML - FE2,THEA - FE2 || ASC - CEX | HL - FE2 | HMM - FE2 | ONE - FE2 | YML - FE2 / THEA - FE2 || ASC - CEX | HL - FE2 | HMM - FE2 | ONE - FE2 | YML - FE2,2024-02-08 08:05:00.000,15000
china_main,north_europe_main,CNNBO,BEANR,MSC TESSA | 21211.000000000 | v26-s11 | v26-s11 | 2 - 2,2M - NEUR loop 5 || ML - AE6 | MSC - Lion / 2M - NEUR loop 5 || ML - AE6 | MSC - Lion,2M - NEUR loop 5 || ML - AE6 | MSC - Lion / 2M - NEUR loop 5 || ML - AE6 | MSC - Lion,2024-03-17 06:11:00.000,24116
china_main,north_europe_main,CNSGH,NLRTM,OAKLAND EXPRESS | 25184.000000000 | v9-s14 | v9-s14 | 2 - 2,OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7 / OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7,OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7 / OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7,2024-06-22 17:39:00.000,13808
china_main,north_europe_main,CNSGH,NLRTM,CMA CGM KERGUELEN | 20364.000000000 | v13-s12 | v13-s12 | 4 - 4,OCEAN - NEU5 || CMA - FAL3 | COSCO - AEU6 | EMC - FAL3 | OOCL - LL5 / OCEAN - NEU5 || CMA - FAL3 | COSCO - AEU6 | EMC - FAL3 | HL - FE9 | OOCL - LL5,OCEAN - NEU5 || CMA - FAL3 | COSCO - AEU6 | EMC - FAL3 | OOCL - LL5 / OCEAN - NEU5 || CMA - FAL3 | COSCO - AEU6 | EMC - FAL3 | HL - FE9 | OOCL - LL5,2023-11-03 08:24:00.000,17722
china_main,north_europe_main,CNNBO,NLRTM,EVER GENTLE | 21581.000000000 | v7-s3 | v7-s3 | 3 - 3,OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7 / OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7,OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7 / OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7,2024-04-04 03:42:00.000,20288
china_main,north_europe_main,CNNBO,NLRTM,MSC LONDON | 20948.000000000 | v10-s12 | v10-s12 | 2 - 2,2M - AE Sweeper || ML - AE55 | MSC - Griffin / 2M - AE Sweeper || ML - AE55 | MSC - Griffin,2M - AE Sweeper || ML - AE55 | MSC - Griffin / 2M - AE Sweeper || ML - AE55 | MSC - Griffin,2024-01-12 10:30:00.000,16652
china_main,north_europe_main,CNXAM,DEHAM,THESEUS | 25184.000000000 | v9-s13 | v9-s13 | 2 - 2,OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7 / OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7,OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7 / OCEAN - NEU7 || CMA - FAL8 | COSCO - AEU9 | EMC - CES | OOCL - LL7,2024-06-18 21:00:00.000,14424
china_main,north_europe_main,CNNBO,BEANR,CMA CGM PALAIS ROYAL | 23582.000000000 | v17-s1 | v17-s1 | 2 - 2,OCEAN - NEU5 || CMA - FAL3 | COSCO - AEU6 | EMC - FAL3 | OOCL - LL5 / OCEAN - NEU5 || CMA - FAL3 | COSCO - AEU6 | EMC - FAL3 | HL - FE9 | OOCL - LL5,OCEAN - NEU5 || CMA - FAL3 | COSCO - AEU6 | EMC - FAL3 | OOCL - LL5 / OCEAN - NEU5 || CMA - FAL3 | COSCO - AEU6 | EMC - FAL3 | HL - FE9 | OOCL - LL5,2024-05-22 12:31:00.000,23112
china_main,north_europe_main,CNYTN,BEANR,MAERSK HAMBURG | 20967.000000000 | v20-s8 | v20-s8 | 2 - 2,2M - NEUR loop 4 || ML - AE7 | MSC - Condor / 2M - NEUR loop 4 || ML - AE7 | MSC - Condor,2M - NEUR loop 4 || ML - AE7 | MSC - Condor / 2M - NEUR loop 4 || ML - AE7 | MSC - Condor,2024-03-18 14:14:00.000,15282
china_main,north_europe_main,CNSGH,NLRTM,MAREN MAERSK | 21409.000000000 | v13-s15 | v13-s15 | 2 - 2,2M - NEUR loop 1 || ML - AE5 | MSC - Albatros / 2M - NEUR loop 1 || ML - AE5 | MSC - Albatros,2M - NEUR loop 1 || ML - AE5 | MSC - Albatros / 2M - NEUR loop 1 || ML - AE5 | MSC - Albatros,2023-11-02 20:24:00.000,18300
china_main,north_europe_main,CNNBO,DEHAM,HMM LE HAVRE | 21527.000000000 | v15-s5 | v15-s6 | 2 - 2,THEA - FE3 || HL - FE3 | HMM - FE3 | ONE - FE3 | YML - FE3 / THEA - FE3 || HL - FE3 | HMM - FE3 | ONE - FE3 | YML - FE3,THEA - FE3 || HL - FE3 | HMM - FE3 | ONE - FE3 | YML - FE3 / THEA - FE3 || HL - FE3 | HMM - FE3 | ONE - FE3 | YML - FE3,2024-02-10 10:02:00.000,23964
china_main,north_europe_main,CNNBO,DEHAM,ZENITH LUMOS | 21527.000000000 | v15-s2 | v15-s2 | 2 - 2,THEA - FE3 || HL - FE3 | HMM - FE3 | ONE - FE3 | YML - FE3 / THEA - FE3 || HL - FE3 | HMM - FE3 | ONE - FE3 | YML - FE3,THEA - FE3 || HL - FE3 | HMM - FE3 | ONE - FE3 | YML - FE3 / THEA - FE3 || HL - FE3 | HMM - FE3 | ONE - FE3 | YML - FE3,2024-01-16 08:15:00.000,14592
china_main,north_europe_main,CNSGH,NLRTM,CMA CGM CONCORDE | 21574.000000000 | v15-s12 | v15-s12 | 2 - 2,OCEAN - NEU5 || CMA - FAL3 | COSCO - AEU6 | EMC - FAL3 | OOCL - LL5 / OCEAN - NEU5 || CMA - FAL3 | COSCO - AEU6 | EMC - FAL3 | HL - FE9 | OOCL - LL5,OCEAN - NEU5 || CMA - FAL3 | COSCO - AEU6 | EMC - FAL3 | OOCL - LL5 / OCEAN - NEU5 || CMA - FAL3 | COSCO - AEU6 | EMC - FAL3 | HL - FE9 | OOCL - LL5,2024-01-27 21:24:00.000,23112
china_main,north_europe_main,CNSGH,DEBRV,BAHRI HOFUF | 21311.000000000 | v3-s3 | v3-s3 | 2 - 2,BAHRI - Far East / BAHRI - Far East,BAHRI - Far East / BAHRI - Far East,2024-04-17 12:28:00.000,364
china_main,north_europe_main,HKHKG,BEZEE,OOCL JAPAN | 28146.000000000 | v16-s12 | v16-s12 | 2 - 2,OCEAN - NEU3 || CMA - FAL7 | COSCO - AEU7 | EMC - NE7 | OOCL - LL3 / OCEAN - NEU3 || CMA - FAL7 | COSCO - AEU7 | EMC - NE7 | OOCL - LL3,OCEAN - NEU3 || CMA - FAL7 | COSCO - AEU7 | EMC - NE7 | OOCL - LL3 / OCEAN - NEU3 || CMA - FAL7 | COSCO - AEU7 | EMC - NE7 | OOCL - LL3,2024-02-19 07:06:00.000,21413
china_main,north_europe_main,CNTXG,DEBRV,ANTONIA MAERSK | 27438.000000000 | v15-s3 | v15-s3 | 2 - 2,2M - NEUR loop 1 || ML - AE5 | MSC - Albatros / 2M - NEUR loop 1 || ML - AE5 | MSC - Albatros,2M - NEUR loop 1 || ML - AE5 | MSC - Albatros / 2M - NEUR loop 1 || ML - AE5 | MSC - Albatros,2024-06-10 09:20:00.000,15150
